,last_url_element,counts
104299,UROLOGY.2006.12.028,1
104300,TRD.2016.04.003,1
104301,YEXCR.2011.05.002,1
104302,VIROL.2016.02.025,1
104303,YEBEH.2007.10.011,1
104304,quinndm,1
104305,lei:1941-12-27;3980,1
104306,PONE.0014714,1
104307,html#contactingnetworkassociates,1
104308,PONE.0014325,1
104309,YEBEH.2006.03.001,1
104310,T008405,1
104311,PONE.0100059,1
104312,PONE.0188573,1
104313,A0789,1
104314,YGYNO.2005.06.003,1
104315,M111.242826,1
104316,PONE.0094926,1
104317,BJC.6602736,1
104318,PONE.0078396,1
104319,PONE.0064063,1
104320,phytol.2020.02.005,1
104321,PONE.0032586,1
104322,v0i64.5775,1
104323,PONE.0079349,1
104324,LEU.2404148,1
104325,UROLOGY.2012.04.056,1
104326,TSF.2008.05.055,1
104327,YGYNO.2019.05.017,1
104328,WATRES.2014.11.003,1
104329,B00052596,1
104330,ULTRAS.2016.11.001,1
104331,lei:1942-07-23;4509,1
104332,M104380200,1
104333,VACCINE.2009.09.059,1
104334,V64I1.182,1
104335,M072595,1
104336,PONE.0057701,1
104337,ULTRASMEDBIO.2005.02.005,1
104338,B00177866,1
104339,PGEN.1003690,1
104340,PONE.0068682,1
104341,M010990200,1
104342,BJP.0703666,1
104343,YMETH.2013.05.004,1
104344,VISRES.2005.10.027,1
104345,R114.569822,1
104346,A.36078,1
104347,PBIO.1000203,1
104348,VACCINE.2014.09.017,1
104349,M400964200,1
104350,M809617200,1
104351,PONE.0012032,1
104352,PCBI.1000049,1
104353,lei:1944-10-24;6982,1
104354,P075440,1
104355,YEXCR.2005.02.006,1
104356,PONE.0030741,1
104357,NPP.1301372,1
104358,PONE.0082278,1
104359,PONE.0149656,1
104360,VACCINE.2008.12.053,1
104361,PONE.0068888,1
104362,PONE.0099799,1
104363,PONE.0147935,1
104364,YGCEN.2012.06.004,1
104365,O_6986,1
104366,A.20279,1
104367,PONE.0020864,1
104368,PONE.0014668,1
104369,PONE.0094676,1
104370,TREE.2008.03.008,1
104371,PONE.0082444,1
104372,YPMED.2019.105957,1
104373,PONE.0108933,1
104374,VETPAR.2013.07.001,1
104375,TRE.2013.08.004,1
104376,PONE.0020751,1
104377,WATRES.2013.06.011,1
104378,PONE.0104091,1
104379,lei:1940-03-01;2051,1
104380,PONE.0156746,1
104381,PONE.0005411,1
104382,MOLONC.2015.06.006,1
104383,MOLONC.2013.08.006,1
104384,TRANSPROCEED.2019.04.062,1
104385,PONE.0135609,1
104386,C100003,1
104387,M611339200,1
104388,PONE.0088265,1
104389,M505301200,1
104390,YGYNO.2007.07.057,1
104391,ULTSONCH.2004.03.008,1
104392,PONE.0186056,1
104393,entomol.62.1.125-163,1
104394,YDBIO.2008.04.002,1
104395,PONE.0047611,1
104396,PMED.1000103,1
104397,A0642,1
104398,PONE.0123839,1
104399,M212523200,1
104400,VACCINE.2006.05.080,1
104401,ONC.1205665,1
104402,PGEN.1004195,1
104403,ULTSONCH.2008.08.005,1
104404,ZEFQ.2016.06.003,1
104405,UROLOGY.2012.07.038,1
104406,ULTRAS.2011.05.013,1
104407,TRANSPROCEED.2010.01.059,1
104408,M109990200,1
104409,ULTSONCH.2016.12.010,1
104410,V8I.4345,1
104411,PONE.0128720,1
104412,PONE.0184049,1
104413,PONE.0140816,1
104414,WNEU.2020.01.174,1
104415,YPMED.2014.07.019,1
104416,M510783200,1
104417,B.20027,1
104418,A1049,1
104419,PONE.0181233,1
104420,B00173498,1
104421,WATRES.2013.06.057,1
104422,V15I4.4889,1
104423,YMPEV.2005.10.008,1
104424,PNTD.0004960,1
104425,WATRES.2013.05.030,1
104426,a6778.v1,1
104427,TVJL.2011.11.007,1
104428,TRANSCI.2007.04.011,1
104429,B.33129,1
104430,M115.675603,1
104431,M.00512,1
104432,M405415200,1
104433,PONE.0062740,1
104434,T044999,1
104435,VACCINE.2015.04.023,1
104436,YEXMP.2016.02.001,1
104437,PONE.0074067,1
104438,M406282200,1
104439,PONE.0073614,1
104440,CLPT.6100156,1
104441,PONE.0038487,1
104442,JALA.2011.09.002,1
104443,M200154200,1
104444,YEXCR.2004.06.021,1
104445,TRANSPROCEED.2017.12.060,1
104446,IJGO.2011.09.018,1
104447,PONE.0074778,1
104448,B00173419,1
104449,lei:1940-09-19;2602,1
104450,VETMIC.2010.01.008,1
104451,M200020-MCP200,1
104452,PONE.0061336,1
104453,PONE.0057263,1
104454,M400601200,1
104455,TRPROT.2014.02.001,1
104456,IJIR.3901611,1
104457,BJC.6602480,1
104458,YMETH.2014.02.014,1
104459,B00059415,1
104460,B00072772,1
104461,EFSA.2013.3103,1
104462,PONE.0007624,1
104463,B.21486,1
104464,PONE.0160010,1
104465,EFSA.2012.2802,1
104466,PONE.0092370,1
104467,r=%22%20Virginie%20Ghesqui%C3%A8re%20%22,1
104468,PONE.0149189,1
104469,WATRES.2005.12.020,1
104470,TRANSPROCEED.2004.01.051,1
104471,PONE.0092781,1
104472,EJHG.5201136,1
104473,JEA.7500186,1
104474,TRANSPROCEED.2007.08.021,1
104475,PONE.0114519,1
104476,PONE.0157358,1
104477,B00071541,1
104478,YDBIO.2006.11.035,1
104479,M611739200,1
104480,TRANSPROCEED.2010.02.061,1
104481,ULTSONCH.2020.105422,1
104482,ONC.1204694,1
104483,YRTPH.2010.04.003,1
104484,KJ00002594193,1
104485,PONE.0135296,1
104486,PONE.0031328,1
104487,ZEMEDI.2009.05.003,1
104488,EYE.6701833,1
104489,M115.693614,1
104490,PONE.0019925,1
104491,lei:1946-04-01;9107,1
104492,PONE.0067191,1
104493,B.33028,1
104494,PONE.0080917,1
104495,WNEU.2017.12.091,1
104496,UROLOGY.2012.05.006,1
104497,WORLDDEV.2012.11.011,1
104498,PONE.0184486,1
104499,VISRES.2017.12.003,1
104500,UROLOGY.2004.06.063,1
104501,V6I2.6045,1
104502,M113.036350,1
104503,TRANSPROCEED.2008.07.001,1
104504,PONE.0125353,1
104505,ULTSONCH.2017.07.030,1
104506,O_723,1
104507,PONE.0066967,1
104508,PONE.0115623,1
104509,WACE.2015.08.003,1
104510,VETPAR.2010.01.037,1
104511,PGEN.1006269,1
104512,M507295200,1
104513,PONE.0116807,1
104514,PONE.0039581,1
104515,BMT.1704829,1
104516,_Andrews,1
104517,WEM.2019.08.010,1
104518,VIRUSRES.2013.07.005,1
104519,TRANSPROCEED.2015.12.007,1
104520,PMED.1001386,1
104521,PONE.0169373,1
104522,ONC.1203935,1
104523,PONE.0065984,1
104524,ULTRAS.2010.12.009,1
104525,WNEU.2013.09.018,1
104526,ONC.1202233,1
104527,PONE.0007033,1
104528,V7.I17.2058,1
104529,WNEU.2018.01.046,1
104530,BMT.1703032,1
104531,YGCEN.2008.07.025,1
104532,PONE.0124370,1
104533,VETMIC.2017.03.007,1
104534,M110.129304,1
104535,B00104383,1
104536,GT.3302226,1
104537,PONE.0076763,1
104538,TSF.2008.02.043,1
104539,VACCINE.2008.12.008,1
104540,PONE.0121334,1
104541,PONE.0115037,1
104542,WATRES.2018.05.027,1
104543,PONE.0099572,1
104544,UROLOGY.2007.12.030,1
104545,YMGMR.2015.10.009,1
104546,VIROL.2007.05.031,1
104547,PMED.1001250,1
104548,WNEU.2019.08.034,1
104549,VACCINE.2015.05.088,1
104550,PONE.0024525,1
104551,jgs.1914.070.01-04.09,1
104552,AAL3900,1
104553,lei:1968-12-31;407,1
104554,A.36096,1
104555,M112.423145,1
104556,PONE.0024512,1
104557,ULTRAS.2020.106306,1
104558,PONE.0022721,1
104559,B00177794,1
104560,ONC.1206971,1
104561,PCBI.1000944,1
104562,M112.378778,1
104563,M116.729038,1
104564,PPAT.1006064,1
104565,EJCNURSE.2005.04.011,1
104566,PONE.0139583,1
104567,PONE.0060743,1
104568,YGYNO.2007.10.014,1
104569,M112.421040,1
104570,PONE.0013192,1
104571,PONE.0176412,1
104572,TRANSPROCEED.2007.06.055,1
104573,TRANSPROCEED.2008.06.064,1
104574,UROLOGY.2005.08.005,1
104575,WATRES.2011.12.043,1
104576,JFP-13-059,1
104577,PONE.0065571,1
104578,FEBSLET.2007.07.085,1
104579,PONE.0066477,1
104580,PONE.0104372,1
104581,jsp;jsessionid=6DB047AA7C4A248FA272AA848BC1CBAB,1
104582,EJCN.1601904,1
104583,PONE.0029826,1
104584,PONE.0030725,1
104585,B00193578,1
104586,UROLOGY.2014.07.010,1
104587,PONE.0157657,1
104588,premium-an-israeli-healing-guru-shares-his-pain-1.5239677,1
104589,B00026479,1
104590,WATRES.2014.12.034,1
104591,M009690200,1
104592,YMETH.2012.07.030,1
104593,YMTHE.2019.04.006,1
104594,B00073139,1
104595,YASU.2019.04.004,1
104596,PONE.0172786,1
104597,PONE.0146259,1
104598,YEXMP.2020.104558,1
104599,FEBSLET.2004.06.058,1
104600,TTBDIS.2017.04.005,1
104601,PONE.0140990,1
104602,YMGME.2013.03.005,1
104603,YMPEV.2004.05.015,1
104604,UROLOGY.2004.04.025,1
104605,VPH.2015.07.016,1
104606,PONE.0049249,1
104607,V20.I45.16902,1
104608,TRAC.2018.11.028,1
104609,M107538200,1
104610,FEBSLET.2010.11.007,1
104611,PONE.0034291,1
104612,BJP.0704440,1
104613,PONE.0172573,1
104614,YGCEN.2018.03.010,1
104615,UROLOGY.2010.06.062,1
104616,TRANSPROCEED.2015.11.010,1
104617,PNTD.0004614,1
104618,YMGME.2003.11.003,1
104619,WNEU.2016.12.121,1
104620,PONE.0129489,1
104621,oai13.com,1
104622,M705457200,1
104623,PONE.0153269,1
104624,TRANSPROCEED.2019.01.024,1
104625,PONE.0176097,1
104626,PONE.0048927,1
104627,M402159200,1
104628,M706477200,1
104629,PONE.0098096,1
104630,PONE.0062406,1
104631,WEM.2016.01.001,1
104632,M413282200,1
104633,A3242,1
104634,M512917200,1
104635,T039357,1
104636,BJP.0703407,1
104637,ONC.1208739,1
104638,PONE.0067194,1
104639,T028509,1
104640,PONE.0000502,1
104641,PONE.0167934,1
104642,M203238200,1
104643,B00149126,1
104644,PONE.0019494,1
104645,WATRES.2020.115675,1
104646,M800200-JLR200,1
104647,M406753200,1
104648,phytol.2011.08.012,1
104649,M111.269944,1
104650,YMETH.2015.05.007,1
104651,UROLOGY.2015.03.005,1
104652,OTOHNS.2007.09.011,1
104653,YEXMP.2008.12.002,1
104654,M109.066944,1
104655,ULTRAMIC.2004.01.016,1
104656,PONE.0071095,1
104657,PPAT.1005789,1
104658,PONE.0139468,1
104659,VETPAR.2009.09.035,1
104660,M110.138099,1
104661,cretres.2008.01.007,1
104662,M505961200,1
104663,EJCN.1602970,1
104664,merca2.es,1
104665,WNEU.2018.07.238,1
104666,PONE.0168554,1
104667,IJGO.2010.02.014,1
104668,lei:1943-03-18;5326,1
104669,PONE.0185824,1
104670,PONE.0081942,1
104671,html#the-legend-element,1
104672,PONE.0177827,1
104673,PONE.0028154,1
104674,WATRES.2004.06.033,1
104675,PONE.0013360,1
104676,YEBEH.2020.107300,1
104677,E12-09-0685,1
104678,YPMED.2004.02.024,1
104679,BDJ.4812913,1
104680,S237077,1
104681,ULTSONCH.2017.08.038,1
104682,VISRES.2012.03.006,1
104683,PONE.0138111,1
104684,M111.286427,1
104685,PONE.0053169,1
104686,PGEN.1000321,1
104687,M401643200,1
104688,PONE.0030936,1
104689,B.32401,1
104690,FEBSLET.2004.08.067,1
104691,haguet,1
104692,VACCINE.2018.05.078,1
104693,PONE.0078660,1
104694,YGYNO.2015.05.006,1
104695,VETPAR.2011.11.013,1
104696,M114.617332,1
104697,T047963,1
104698,NPP.1300307,1
104699,PONE.0016896,1
104700,B00139686,1
104701,TRANSPROCEED.2014.05.016,1
104702,PONE.0185629,1
104703,PONE.0081842,1
104704,B00152238,1
104705,ONC.1202534,1
104706,M113.036087,1
104707,s5-17.97.63,1
104708,WNEU.2018.09.139,1
104709,YGYNO.2012.04.007,1
104710,BDJ.4814232,1
104711,YJMCC.2019.09.013,1
104712,PONE.0143624,1
104713,PONE.0180559,1
104714,PONE.0062315,1
104715,PONE.0017738,1
104716,.94.1359B,1
104717,B00036147,1
104718,M113.465302,1
104719,YGCEN.2011.08.020,1
104720,lei:1940-07-19;2428,1
104721,PONE.0114128,1
104722,ULTRASMEDBIO.2010.01.010,1
104723,EJPAIN.2004.07.004,1
104724,B00160202,1
104725,TRANSPROCEED.2013.03.010,1
104726,_Harrwitz,1
104727,YHBEH.2013.10.006,1
104728,PONE.0109798,1
104729,UROLOGY.2017.03.039,1
104730,EJHG.5201751,1
104731,TRSTMH.2006.01.001,1
104732,WASMAN.2020.08.057,1
104733,M512964200,1
104734,PONE.0129601,1
104735,M312106200,1
104736,M302131200,1
104737,yan,1
104738,ULTSONCH.2017.08.039,1
104739,PONE.0145860,1
104740,BDJ.2014.857,1
104741,OTOHNS.2008.12.013,1
104742,YGYNO.2006.01.006,1
104743,M114.575803,1
104744,YEXCR.2007.02.026,1
104745,A.30924,1
104746,WATRES.2004.11.022,1
104747,TRIPLEO.2004.01.008,1
104748,PGEN.1002525,1
104749,PONE.0185561,1
104750,VACCINE.2013.07.051,1
104751,PONE.0066728,1
104752,R115.663260,1
104753,PNTD.0004241,1
104754,TRANON.2020.100795,1
104755,PONE.0101139,1
104756,PONE.0189849,1
104757,PONE.0054044,1
104758,M109.061309,1
104759,YDBIO.2010.05.009,1
104760,A.10011,1
104761,YASU.2010.05.006,1
104762,FEBSLET.2007.11.054,1
104763,YJMCC.2016.04.012,1
104764,B.34053,1
104765,a10056.v1,1
104766,PONE.0086122,1
104767,VACCINE.2014.01.031,1
104768,TRGEO.2015.06.004,1
104769,YHBEH.2011.09.006,1
104770,M202443200,1
104771,PONE.0116003,1
104772,FEMSEC.2004.09.015,1
104773,FEBSLET.2011.08.045,1
104774,M115.651356,1
104775,TRANSPROCEED.2005.12.011,1
104776,PONE.0066640,1
104777,PONE.0079095,1
104778,ladydee2020.com,1
104779,PONE.0001977,1
104780,EYE.6702052,1
104781,PONE.0133201,1
104782,PONE.0053079,1
104783,PONE.0107348,1
104784,B00033201,1
104785,TVJL.2009.11.010,1
104786,V2I0.5622,1
104787,YRTPH.2018.07.023,1
104788,_United_States,1
104789,TRANSPROCEED.2016.08.045,1
104790,A150723_155642_zdravi_pet,1
104791,V23.I46.8182,1
104792,PONE.0128350,1
104793,PONE.0150215,1
104794,VIRUSRES.2020.198293,1
104795,UROLONC.2010.11.015,1
104796,ULTRASMEDBIO.2013.04.014,1
104797,T019502,1
104798,V12.I25.4049,1
104799,UROLOGY.2016.09.070,1
104800,PONE.0055038,1
104801,_Fitzgerald_MET_50867.jpg,1
104802,TVJL.2013.09.045,1
104803,UROLOGY.2011.06.045,1
104804,_Study_from_North_Norway_(Anna_Boberg)_-_Nationalmuseum_-_21386.tif,1
104805,VACCINE.2017.01.039,1
104806,PONE.0147084,1
104807,JFP-13-161,1
104808,JFP-15-512,1
104809,WATRES.2019.04.059,1
104810,WNEU.2012.11.021,1
104811,PONE.0113125,1
104812,S241366,1
104813,YMTHE.2017.03.012,1
104814,EFSA.2016.4635,1
104815,M103550200,1
104816,A.35246,1
104817,A.32630,1
104818,A2230,1
104819,YGYNO.2003.07.001,1
104820,VLSI.2016.10.008,1
104821,KJ00002992241,1
104822,B00122598,1
104823,R100015200,1
104824,A1477,1
104825,XPHS.2018.10.052,1
104826,PONE.0117835,1
104827,PONE.0136949,1
104828,ULTRAS.2004.07.003,1
104829,WHI.2010.03.004,1
104830,UROLOGY.2009.12.061,1
104831,M102997200,1
104832,VISRES.2007.01.007,1
104833,TRANSPROCEED.2018.02.174,1
104834,PONE.0119771,1
104835,YEBEH.2012.07.025,1
104836,PONE.0121187,1
104837,PONE.0151635,1
104838,WASMAN.2019.01.034,1
104839,WRE.2014.03.001,1
104840,PONE.0098521,1
104841,TRANSCI.2014.07.004,1
104842,M111.295287,1
104843,TREE.2019.02.012,1
104844,PONE.0132971,1
104845,WASMAN.2020.05.007,1
104846,YRTPH.2014.06.011,1
104847,ULTRASMEDBIO.2016.08.017,1
104848,TREE.2009.03.019,1
104849,PONE.0108301,1
104850,TRECAN.2020.01.005,1
104851,B00069973,1
104852,A.32044,1
104853,YGYNO.2014.04.001,1
104854,TRANSPROCEED.2008.10.046,1
104855,YGCEN.2018.12.005,1
104856,GT.3302578,1
104857,YPMED.2009.05.006,1
104858,B00033892,1
104859,BJP.0701945,1
104860,WEAR.2007.11.016,1
104861,_Trott,1
104862,YEBEH.2016.05.019,1
104863,WATRES.2020.115562,1
104864,YRTPH.2015.08.003,1
104865,T074261,1
104866,TRANON.2020.100904,1
104867,copeland,1
104868,"_1500-1525,_NGA_53529.jpg",1
104869,M110.141176,1
104870,C.30163,1
104871,M305593200,1
104872,PONE.0024910,1
104873,B00165868,1
104874,PONE.0144381,1
104875,PONE.0090937,1
104876,BJC.6600999,1
104877,lei:1945-02-22;7333,1
104878,IJO.0803312,1
104879,PONE.0186402,1
104880,WNEU.2011.09.029,1
104881,B00088320,1
104882,YGYNO.2008.10.028,1
104883,HKMS000005:km003zw6,1
104884,VASCN.2014.01.007,1
104885,A.38567,1
104886,PONE.0089914,1
104887,YEBEH.2013.08.022,1
104888,VETMIC.2009.01.032,1
104889,M109.083220,1
104890,PONE.0002909,1
104891,PONE.0106403,1
104892,PONE.0039694,1
104893,B00116448,1
104894,PNTD.0001538,1
104895,T2090367,1
104896,PONE.0140926,1
104897,JFP-10-222,1
104898,V5.I3.120,1
104899,M109.033597,1
104900,lei:1941-06-25;3368,1
104901,WNEU.2017.12.161,1
104902,AORN.2008.05.002,1
104903,M110.214866,1
104904,TVJL.2014.01.013,1
104905,M111.334201,1
104906,PMED.1001773,1
104907,PGEN.1002261,1
104908,YJMCC.2011.06.022,1
104909,B00148083,1
104910,M304739200,1
104911,TUST.2014.10.008,1
104912,XPHS.2018.09.021,1
104913,UROLOGY.2010.03.037,1
104914,YMGME.2007.05.015,1
104915,K_2552,1
104916,PONE.0085975,1
104917,JORS.2601477,1
104918,VETIMM.2009.10.021,1
104919,PONE.0150033,1
104920,KJ00001078258,1
104921,M608471200,1
104922,YEXCR.2019.111809,1
104923,WEBSEM.2005.05.002,1
104924,E14-08-1313,1
104925,M512263200,1
104926,PONE.0075334,1
104927,M800574-JLR200,1
104928,PONE.0051744,1
104929,M800009-JLR200,1
104930,FEBSLET.2012.09.011,1
104931,ONC.1205875,1
104932,PONE.0153466,1
104933,+%E3%83%94%E3%82%A8%E3%83%AD%E3%83%B3-1628809,1
104934,PONE.0110765,1
104935,YGENO.2013.02.007,1
104936,PONE.0062868,1
104937,M209521200,1
104938,PONE.0171659,1
104939,VACCINE.2018.06.011,1
104940,lei:1940-08-23;2533,1
104941,VACCINE.2013.08.069,1
104942,TSF.2008.12.014,1
104943,WNEU.2019.12.166,1
104944,PONE.0074921,1
104945,UROLOGY.2020.12.012,1
104946,BJP.0701795,1
104947,dwt,1
104948,B00091512,1
104949,PMED.1001373,1
104950,M111.283218,1
104951,B00105061,1
104952,TRAC.2012.09.008,1
104953,PONE.0124094,1
104954,TRANSPROCEED.2013.03.026,1
104955,WNEU.2014.05.028,1
104956,MK_1354,1
104957,.92.2264H,1
104958,TREE.2016.03.008,1
104959,JSGI.2003.09.005,1
104960,M006213200,1
104961,EJPAIN.2011.06.013,1
104962,JP.7210981,1
104963,PONE.0036134,1
104964,PONE.0184424,1
104965,VETIMM.2007.07.012,1
104966,B00146404,1
104967,UROLOGY.2007.11.106,1
104968,nbl_biografi,1
104969,M109.015289,1
104970,M109.035477,1
104971,EJHG.5201719,1
104972,PONE.0112589,1
104973,YMETH.2019.11.004,1
104974,KJ00001077849,1
104975,FEBSLET.2006.04.055,1
104976,VIRUSRES.2017.12.011,1
104977,WNEU.2017.02.090,1
104978,ONC.1206148,1
104979,B.33663,1
104980,bosch,1
104981,BJC.6605697,1
104982,BDJ.2015.296,1
104983,PONE.0165214,1
104984,A.35441,1
104985,UROLOGY.2007.09.016,1
104986,CROHNS.2009.09.009,1
104987,YHBEH.2017.12.017,1
104988,YHBEH.2014.01.004,1
104989,T063200,1
104990,lei:1943-07-14;5662,1
104991,YPMED.2009.09.014,1
104992,M111.267641,1
104993,FEBSLET.2013.06.028,1
104994,PONE.0057332,1
104995,ONC.1209531,1
104996,VIROL.2007.03.057,1
104997,PONE.0053168,1
104998,PONE.0061068,1
104999,B.33644,1
105000,A.36093,1
105001,PONE.0129131,1
105002,PONE.0007894,1
105003,XPHS.2016.01.006,1
105004,PONE.0181571,1
105005,PHR.2004.07.003,1
105006,BJP.0704807,1
105007,VISRES.2015.07.002,1
105008,B00112363,1
105009,PONE.0059857,1
105010,TRANSPROCEED.2012.04.029,1
105011,M115.661611,1
105012,PONE.0072475,1
105013,TUBE.2014.08.002,1
105014,ULTSONCH.2004.02.002,1
105015,M413040200,1
105016,PONE.0080734,1
105017,YMETH.2008.12.001,1
105018,PONE.0081464,1
105019,TRANSPROCEED.2009.02.062,1
105020,VETMIC.2007.06.016,1
105021,PONE.0082994,1
105022,tetlet.2019.151045,1
105023,PONE.0019353,1
105024,VIROL.2019.10.002,1
105025,MOLONC.2015.12.002,1
105026,WATRES.2018.10.053,1
105027,PONE.0074504,1
105028,TRANSCI.2016.11.004,1
105029,PONE.0072305,1
105030,M117.778977,1
105031,O_2757,1
105032,PONE.0065058,1
105033,M110.142703,1
105034,M008041200,1
105035,V23.I24.4428,1
105036,E15-09-0664,1
105037,M109.018275,1
105038,PONE.0048373,1
105039,PONE.0007289,1
105040,PONE.0066239,1
105041,PONE.0179622,1
105042,ONC.1207774,1
105043,PGEN.1004949,1
105044,PMED.1001882,1
105045,WNEU.2020.04.216,1
105046,JFP-11-083,1
105047,B00051101,1
105048,YMBEN.2019.04.008,1
105049,PONE.0058881,1
105050,WASMAN.2018.05.024,1
105051,YGCEN.2005.04.017,1
105052,YEBEH.2012.10.015,1
105053,B.21591,1
105054,PONE.0008501,1
105055,CGT.7700566,1
105056,M605998200,1
105057,WATRES.2018.08.034,1
105058,BJC.6600087,1
105059,JGS.1956.112.01-04.04,1
105060,JP.7211226,1
105061,FEBSLET.2006.11.059,1
105062,PONE.0019547,1
105063,FEBSLET.2006.04.086,1
105064,ULTRAMIC.2018.12.015,1
105065,PONE.0021226,1
105066,PONE.0049795,1
105067,BJP.0702158,1
105068,UROLONC.2019.07.012,1
105069,B00056999,1
105070,JPHP.3200137,1
105071,TRIM.2008.10.006,1
105072,B00160066,1
105073,ZEFQ.2020.07.009,1
105074,edc7f2029a2be27d7010721001432ea0,1
105075,M202977200,1
105076,PONE.0188837,1
105077,WNEU.2020.06.071,1
105078,PONE.0013352,1
105079,PCBI.1002412,1
105080,PONE.0180597,1
105081,NPP.1300344,1
105082,MP.4001883,1
105083,-van-den-berg-jansen-tot-lid-van-de-tweede-kamer,1
105084,VIROL.2008.02.002,1
105085,EFSA.2016.4360,1
105086,RBR.2013.02.004,1
105087,O113.036608,1
105088,IJGO.2012.03.013,1
105089,PCBI.1000524,1
105090,R300005200,1
105091,WATRES.2012.10.039,1
105092,PONE.0163648,1
105093,PNTD.0004815,1
105094,PONE.0102381,1
105095,M111.227439,1
105096,M112.363390,1
105097,B00063392,1
105098,TRANSPROCEED.2014.10.005,1
105099,PONE.0099736,1
105100,M314286200,1
105101,WNEU.2020.06.182,1
105102,entomol.16.5-6.547-550,1
105103,lei:1945-07-16;7745,1
105104,ONC.1207750,1
105105,YMPEV.2005.07.015,1
105106,PONE.0184648,1
105107,PONE.0118322,1
105108,YDBIO.2011.03.027,1
105109,M116.726422,1
105110,QUASCIREV.2003.11.006,1
105111,UROLOGY.2011.03.043,1
105112,YEXMP.2015.03.015,1
105113,YEXCR.2006.08.022,1
105114,M113.033951,1
105115,V9.I4.745,1
105116,WOMBI.2016.03.002,1
105117,UROLOGY.2014.09.030,1
105118,YEBEH.2007.07.019,1
105119,PONE.0056983,1
105120,FEBSLET.2010.06.004,1
105121,PONE.0072195,1
105122,YMBEN.2013.09.003,1
105123,PONE.0178125,1
105124,A.33577,1
105125,ed0a3601937ae553d791,1
105126,EFSA.2015.4222,1
105127,YEXCR.2015.11.009,1
105128,SCHL:sch00058,1
105129,PONE.0181148,1
105130,M110.126185,1
105131,R900005-JLR200,1
105132,ULTRASMEDBIO.2016.08.036,1
105133,VACCINE.2013.08.104,1
105134,TRACLI.2017.05.013,1
105135,PBIO.1001295,1
105136,YJuTkK8zayI,1
105137,PONE.0117718,1
105138,VACCINE.2009.01.007,1
105139,B00026047,1
105140,PONE.0026290,1
105141,PONE.0074325,1
105142,M010318200,1
105143,V3I0.18978,1
105144,B.21277,1
105145,PNTD.0001551,1
105146,TRANSPROCEED.2012.03.031,1
105147,M308510200,1
105148,M809394200,1
105149,PONE.0101451,1
105150,FEBSLET.2004.04.051,1
105151,WASMAN.2011.10.024,1
105152,YQRES.2014.07.002,1
105153,TRANSPROCEED.2008.10.002,1
105154,M203569200,1
105155,PONE.0185947,1
105156,YGCEN.2006.07.009,1
105157,WEAR.2011.02.028,1
105158,PONE.0107296,1
105159,TRIM.2014.09.002,1
105160,PONE.0095869,1
105161,PONE.0096071,1
105162,M607210200,1
105163,WORLDDEV.2010.02.017,1
105164,PONE.0170891,1
105165,PONE.0060708,1
105166,E15-04-0210,1
105167,AAA0599,1
105168,WNEU.2020.02.108,1
105169,WATRES.2009.02.017,1
105170,YGYNO.2018.01.023,1
105171,WATRES.2017.10.046,1
105172,ONC.1206467,1
105173,YMTHE.2016.12.009,1
105174,PONE.0127653,1
105175,B00135062,1
105176,B00149810,1
105177,lei:1942-05-14;4298,1
105178,PONE.0039107,1
105179,ULTSONCH.2019.104949,1
105180,ULTRASMEDBIO.2013.04.010,1
105181,ULTRAMIC.2015.11.004,1
105182,M400187200,1
105183,UROLOGY.2020.06.019,1
105184,PMED.1002470,1
105185,A1492,1
105186,E16-06-0455,1
105187,T087474,1
105188,YDBIO.2020.03.001,1
105189,UCL.2004.10.003,1
105190,WNEU.2018.03.068,1
105191,BJC.6606086,1
105192,YMETH.2006.07.002,1
105193,PONE.0057826,1
105194,YEBEH.2014.02.007,1
105195,WNEU.2020.09.044,1
105196,YGYNO.2020.12.037,1
105197,GENE.6364244,1
105198,PONE.0060106,1
105199,M704190200,1
105200,NPP.1301466,1
105201,VACCINE.2011.06.107,1
105202,T056235,1
105203,py#L499,1
105204,TRANSCI.2015.07.009,1
105205,VHRI.2013.02.005,1
105206,YRTPH.2017.03.017,1
105207,a4106.v1,1
105208,B00037072,1
105209,B.32000,1
105210,PONE.0065340,1
105211,V7.22888,1
105212,M203873200,1
105213,B00196142,1
105214,PONE.0140205,1
105215,WATRES.2013.01.031,1
105216,TRANSPROCEED.2020.01.131,1
105217,PONE.0141609,1
105218,VACCINE.2008.11.037,1
105219,M109.093880,1
105220,BJC.6605756,1
105221,B00026042,1
105222,PONE.0179441,1
105223,PONE.0001114,1
105224,M113.467498,1
105225,PONE.0095683,1
105226,WASMAN.2006.07.021,1
105227,PONE.0030535,1
105228,PCBI.1002288,1
105229,WATRES.2020.116632,1
105230,VPH.2009.08.002,1
105231,FEBSLET.2004.04.040,1
105232,A.22401,1
105233,B00119037,1
105234,PONE.0111504,1
105235,PONE.0155611,1
105236,R113.452805,1
105237,PONE.0153273,1
105238,VACCINE.2009.02.039,1
105239,M704247200,1
105240,E16-02-0101,1
105241,YEXMP.2015.01.006,1
105242,PONE.0034395,1
105243,YMGME.2005.08.007,1
105244,VASCN.2009.02.006,1
105245,PONE.0144348,1
105246,JFMS.2007.10.013,1
105247,PONE.0006775,1
105248,YDBIO.2011.09.002,1
105249,B00133138,1
105250,B00064400,1
105251,VISRES.2004.03.004,1
105252,PONE.0105600,1
105253,V12.I1.134,1
105254,YDBIO.2005.04.024,1
105255,M114.626952,1
